text,isdog
"The Polish Greyhound (Polish: chart polski, pronounced [xart ˈpɔlskʲi]) is a Polish sighthound breed. It is known as the Polish Greyhound, although it is not a direct relative of the Greyhound dog.[1][2][3]",1
"The Polish Hound, commonly known as Ogar Polski, is a breed of hunting dog indigenous to Poland.[1][2] The Polish Hound has a keen sense of smell. This heightened sense combined with the endurance needed to hunt in harsh environments led to its use in hunting, while its stature made it popular with Polish nobility.",1
"The Polish Lowland Sheepdog (Polish: Polski Owczarek Nizinny, also PON), is a medium-sized, shaggy-coated, sheep dog breed native to Poland.[1]",1
"The Tatra Shepherd Dog, Polish: Polski Owczarek Podhalański, is a Polish breed of large flock guardian dog originating in the Tatra Mountains of the Podhale region of southern Poland.[1]: 78 [3]: 148  It was fully recognised by the Fédération Cynologique Internationale in 1963.[4] It is one of five dog breeds originating in Poland, the others being the Polish Greyhound, the Polish Hound, the Polish Hunting Dog and the Polish Lowland Sheepdog.[5]: 254  ",1
"The Pomeranian (often known as a Pom) is a breed of dog of the Spitz type that is named for the Pomerania region in north-west Poland and north-east Germany in Central Europe. Classed as a toy dog breed because of its small size, the Pomeranian is descended from larger Spitz-type dogs, specifically the German Spitz. It has been determined by the Fédération Cynologique Internationale to be part of the German Spitz breed; and in many countries, they are known as the Zwergspitz (""Dwarf Spitz"").",1
"The Pont-Audemer Spaniel or Epagneul Pont-Audemer is a rare breed of French gundog. It originated in the nineteenth century from different breeds of water spaniels, and took more of a setter role in hunting than that of a traditional spaniel. Following the Second World War, the breed's numbers dropped so low that the breed club decided to allow cross breeding with other breeds because of fears of the existing stock becoming overly inbred. In 1980, the breed club was merged with that of the Picardy Spaniel.",1
"The Poodle, called the Pudel in German and the Caniche in French, is a breed of water dog. The breed is divided into four varieties based on size, the Standard Poodle, Medium Poodle, Miniature Poodle and Toy Poodle, although the Medium Poodle is not universally recognised. They have a distinctive thick, curly coat that comes in many colors and patterns, with only solid colors recognized by breed registries. Poodles are active and intelligent, and are particularly able to learn from humans. Poodles tend to live 10–18 years, with smaller varieties tending to live longer than larger ones.",1
"The Porcelaine [pɔʁsəlɛn] is a breed of dog originating from France. In 1844, this scent hound was originally called “Briquets Francs Comtois” and named after a French region bordering Switzerland.[1]",1
"The Portuguese Podengo, also known as the Podengo Português or Portuguese Warren Hound, is a hound (sight and scent) breed from Portugal. As a breed, the Podengo is divided into three size categories that are not interbred: small (Pequeno), medium (Médio) and large (Grande). Their coats are either short and 'smooth', or longer and 'wired'. The smooth coated variety is traditional, whereas the wire coated variety is an outcome of the assimilation of various other breeds during the 20th century. In general, the breed is healthy; the Pequeno (small) variety has an average lifespan of approximately 15–17 years.",1
"A Portuguese Pointer, (Portuguese: Perdigueiro Português) is a breed of dog developed as a gun dog. It is one of several pointing breeds and is mainly used in red-legged partridge hunting.",1
"The Portuguese Water Dog originated from the Algarve region of Portugal. From there the breed expanded to all around Portugal's coast, where they were taught to herd fish into fishermen's nets, retrieve lost tackle or broken nets, and act as couriers from ship to ship, or ship to shore.[1]Portuguese Water Dogs rode in fishing trawlers as they worked their way from the Atlantic waters of Portugal to the waters off the coast of Iceland fishing for cod.[2]",1
"The Posavac Hound (FCI No. 154) (Croatian: posavski gonič) is a breed of dog, originating as a hunting dog of the scenthound type. Croatia is the home country for the breed. The name translates into English as the Scenthound From The Sava Valley, but is usually translated as the Posavac Hound.",1
"The Pražský Krysařík (Prague Ratter) is a small breed of dog from the Czech Republic that is rarely seen outside its country of origin. It is the smallest breed in the world by breed standard, because of the maximum height of the dogs, unlike Chihuahuas who are measured by weight.",1
The Pudelpointer is a versatile hunting dog breed from Germany.[1][2] It is a pointing breed that came from a cross between the German hunting poodle (pudel) and the English Pointer.,1
"The Pug is a breed of dog originally from China, with physically distinctive features of a wrinkly, short-muzzled face, and curled tail. The breed has a fine, glossy coat that comes in a variety of colors, most often fawn (light brown) or black, and a compact, square body with well developed and thick muscles all over the body.",1
"The Puli is a small-medium breed of Hungarian herding dog known for its long, corded coat. The tight curls of the coat appear similar to dreadlocks. A similar-looking, but much larger breed – also Hungarian – is the Komondor.Plural form of Puli is Pulik in Hungarian.[1]",1
"The Pumi (in Hungarian, the plural form is pumik) is a medium-small breed of sheep dog from Hungary.  They are versatile stock dogs equally adept at gathering, driving and keeping stock under control. They have a long head with semi-erect ears, a whimsical expression, and a tail that forms a circle over the back. The coat (black, white, grey, or fawn) is a combination of wavy and curly hair forming curls all over the body.",1
"The Pungsan, Phungsan, Korean Phungsan, or Poongsan (Chosongul: 풍산개; Hanja: 豐山개) is a breed of hunting dog from Korea, named for originating in Kim Hyong Gwon County, formerly Phungsan county.[1] They were bred in the Kaema highlands of what is now North Korea, and were traditionally used as hunting dogs.[2] The dog is a rare breed, and is sometimes smuggled over the North Korea–China border.[3][4] The dog was made a national monument of North Korea in April 1956,[5] and the national dog of the DPRK in 2014.[1]",1
The Pyrenean Mastiff or Mastín del Pirineo is a Spanish breed of large livestock guardian dog from the autonomous community of Aragón in north-eastern Spain.[1]: 552  It was traditionally used to protect flocks during the annual transhumance to high summer pasture in the Pyrenees.[1]: 552  It is a distinct and separate breed from the Spanish Mastiff or Mastin Español and from both the Pyrenean Mountain Dog and the Pyrenean Shepherd.,1
"The  Great Pyrenees Mountain Dog (French: chien de montagne des Pyrénées) is a breed of livestock guardian dog from France, where it is commonly called the Patou. The breed comes from the French side of the Pyrenees Mountains that separate France and Spain. It is recognised as a separate breed from the closely related Pyrenean Mastiff, which is from the Spanish side of the mountains.",1
"The Pyrenean Sheepdog, the Chien de Berger des Pyrénées in French, is a small to medium-sized breed of herding dog from the Pyrenees Mountains region of France. It is found herding flocks of sheep throughout the Pyrenees alongside the much larger Pyrenean Mountain Dog which is kept as a flock guardian.",1
"The Rafeiro do Alentejo is a Portuguese breed of livestock guardian dog. It is named for its area of origin, the Alentejo region of southern Portugal.[2]: 33  It is recognised by the Clube Português de Canicultura,[3] and was definitively accepted by the Fédération Cynologique Internationale in 1954.[1]",1
"The Rajapalayam, also known as the Polygar Hound or Indian Ghost Hound, is a southern Indian dog breed.[3][4][5] The breed is named after Rajapalayam, a town in the Virudhunagar, Tamil Nadu.",1
"The Rampur Greyhound is a breed of sighthound native to the Rampur region of Northern India, which lies between Delhi and Bareilly. It is believed the Rampur Greyhound descends from early Afghan Hounds, with their present-day appearance due to extensive crosses to the Greyhound in the 19th century to improve the breed's speed.[1][2][3] The Rampur Greyhound is a shorthaired, powerfully built sighthound that resembles the Sloughi in appearance. It is rarely seen outside of its native land where it is retained as a coursing dog and is rarely kept as a companion.[2][3][4]",1
"The Rat Terrier is an American dog breed with a background as a farm dog and hunting companion.[1] They share much ancestry with the small hunting dogs known as feists. Common throughout family farms in the 1920s and 1930s, they are now recognized by the United and American Kennel Clubs and are considered a rare breed.[2]  Rat Terrier are an intelligent and active breed that can be kept both for pest control and as a family pet.",1
"The Ratonero Bodeguero Andaluz (Andalusian wine-cellar rat-hunting dog) is a Spanish breed of dog of the terrier type. Its name reflects its main occupation: hunting rats and mice hidden between barrels in the wineries of Andalusia in Spain. It was recognised as an indigenous Spanish breed in 2000 by the Spanish Ministry of Agriculture and by the Spanish Kennel Club, the Real Sociedad Canina de España.[1]",1
"The Ca Rater Mallorquí or Spanish: Ratonero mallorquín is a Spanish breed of dog of ratter type, found on the island of Mallorca in the Balearic Islands.[2][3]",1
"The Ratonero Murciano is a breed of dog from the Spanish Region of Murcia.[1][better source needed][2][better source needed] The Ratonero Murciano was traditionally kept in Murcia as a mouse and rat hunter, it is claimed they descend from dogs introduced to the region by the Romans who imported them from Egypt.[1][2] In 1997 a breeding program was established to save the breed, by 2009 the program was up to its third generation, with 80 breeding specimens and a DNA testing program.[1][2]",1
"The Ratonero Valenciano, also known as the Gos Rater Valencià (English for: Valencian rat hunting dog), is a breed of dog that originates in Spain. Recognised by the Real Sociedad Canina de España in 2004, it has had recent success with a member of the breed winning the Spanish National Dog Show in 2011. It is a traditionally docked breed. In 2022, the FCI finally recognised the breed, naming it rather ""Terrier"" than ""Ratter"".[1]",1
"The Redbone Coonhound is an American breed of hunting dog. The Redbone is a courageous hunter often used to track large game such as bear, boar, cougar, though is it also used to track smaller game such as deer. The breed dates back to pre-Civil War and is one of the most versatile of all the hounds. It originated in the Southern United States, and its foundation stock derives from bloodhounds[1] and foxhounds brought by immigrants from Scotland. It is characterized by its deep red coat.",1
The Rhodesian Ridgeback is a large dog breed bred in the Southern Africa region.[1] Its forebears can be traced to the semi-domesticated ridged hunting and guardian dogs of the Khoikhoi. These were interbred with European dogs by the early colonists of the Cape Colony for assisting in the hunting of lions. ,1
The Romanian Mioritic Shepherd Dog (Romanian: Ciobănesc Românesc Mioritic) is a large breed of livestock guardian dog that originated in the Carpathian Mountains of Romania.,1
"The Romanian Raven Shepherd Dog (Romanian: Ciobănesc Românesc Corb) is a livestock guardian dog originating in the southern and sub-Carpathian regions of Argeș County, Brașov County, Dâmbovița County, and Prahova County in Romania. They have been known for generations as ""Corbi"" because of their black coat. The dog was officially recognized by the Romanian Kennel Club on November 14, 2008.[1]",1
"The Rottweiler (/ˈrɒtwaɪlər/, UK also /-vaɪlər/)[1][2] is a breed of domestic dog, regarded as medium-to-large[3][4] or large.[5][6] The dogs were known in German as Rottweiler Metzgerhund, meaning Rottweil butchers' dogs,[7][8] because their main use was to herd livestock[3] and pull carts laden with butchered meat to market.[7] This continued until the mid-19th century when railways replaced droving. Although still used to herd stock in many parts of the world, Rottweilers are now also used as search and rescue dogs, guard dogs, and police dogs.[9]",1
"The Rough Collie (also known as the Long-Haired Collie) is a long-coated dog breed of medium to large size that, in its original form, was a type of collie used and bred for herding sheep in Scotland. More recent breeding has focused on the Collie as a show dog, and also companion. The breed specifications call for a distinctive long narrow tapered snout and tipped (semiprick) ears, so some dogs have their ears taped when young. Rough Collies generally come in shades of sable and white (sometimes mahogany), blue merle, tri-colored, and colour-headed white.",1
"The Russian Spaniel is a type of spaniel first standardised in 1951 in the Soviet Union after World War II by cross breeding English Cocker Spaniels, English Springer Spaniels and other spaniel breeds. In 1951, the standard of the Russian spaniel was adopted, the selection of dogs for breeding began to be carried out in accordance with the requirements. Physically it is similar to a Cocker Spaniel, but has a shorter, tighter coat and a longer body. Developed and used as hunting dogs, this breed does not suffer from any major health complaints other than those normally associated with spaniels. It is the only gun dog breed originated in Russia. It is used for hunting game birds (marsh, field, upland and waterfowl birds) and hares. Popular in its native Russia, the breed was only introduced overseas in the 1990s, and is not yet recognised by any major kennel clubs, but is recognised by Russian Kynological Federation.[1] ",1
"The Russian Toy (also known as the Russian Toy Terrier, and in Russia as the Russkiy Toy , Russian: Русский той) is a very small breed of dog originally bred in Russia from the English Toy Terrier. There are two types of coats in the breed: smooth coat and long coat. The smooth-coated variety was previously known as the Russian Toy Terrier and long-coated as the Moscow Long-Haired Toy Terrier. Both were brought together under the same Russian Toy Terrier name in 1988 and the ""Terrier"" was dropped from the name when the breed was added in 2006 to the official list of breeds registered with the Fédération Cynologique Internationale[1] and has been registered in the Foundation Stock Service of the American Kennel Club since 2008, allowed to compete in AKC companion events since 2010.[1][2] The first official breed standard of the two varieties was written in 1966 in Russia.[1]",1
"Russo-European Laika (Russko-Evropeĭskaya Láĭka) is the name of a breed of hunting dog that originated in the forested region of northern Europe and Russia, one of several breeds developed from landrace Laika dogs of Spitz type. The Russo-European Laika itself dates to a breeding program begun in 1944 by E. I. Shereshevsky of the  All-Union Research Institute for the Hunting Industry, in Kalinin (now Tver) Province.[1]",1
"The Ryukyu dog (琉球犬, Ryūkyū-inu or Ryūkyū-ken) is an endangered, medium-sized breed of dog indigenous to Okinawa, Japan.[1][2] There were as few as 400 Ryukyu as of 2015.[3] Unlike dogs such as the Kai Ken, the Ryukyu dog is not protected by the Nihon Ken Hozonkai, but instead is protected by the Ryukyu Inu Hozonkai.[4]",1
"The Saarloos Wolfdog (Dutch: Saarlooswolfhond, German: Saarlooswolfhund) is a wolf-dog breed originating from the Netherlands by the crossing of a German Shepherd with a Siberian grey wolf in 1935.[1] The offspring were then further crossed with German Shepherds.",1
"The Sabueso Español or Spanish Hound[1] is a scenthound breed with its origin in the far north of Iberian Peninsula. This breed has been used in this mountainous region since hundreds of years ago for all kind of game: wild boar, hare, brown bear, wolf, red deer, fox, roe deer and chamois. It is an exclusive working breed, employed in hunting with firearms.",1
"The St. Bernard or Saint Bernard (UK: /ˈbɜːrnərd/, US: /bərˈnɑːrd/) is a breed of very large working dog from the Western Alps in Italy and Switzerland.[3] They were originally bred for rescue work by the hospice of the Great St Bernard Pass on the Italian-Swiss border.[4][5] The hospice, built by and named after the Alpine monk Saint Bernard of Menthon, acquired its first dogs between 1660 and 1670.[4] The breed has become famous through tales of Alpine rescues, as well as for its large size, and gentle temperament.",1
The St. Hubert Jura Hound is a breed of scenthound originating in the Jura Mountains on the French-Swiss border.,1
"The Saint Miguel Cattle Dog (Portuguese: cão fila de São Miguel [ˈkɐ̃w ˈfilɐ ðɨ ˈsɐ̃w miˈɣɛl], literally 'catch dog of São Miguel') is a dog breed of mastiff type originating on São Miguel Island in the Azores, an island chain which is one of the autonomous regions of Portugal. The breed was originally used as a herding dog for working with cattle.",1
"The Saint-Usuge Spaniel (or Épagneul de Saint-Usuge) is a breed of Spaniel originating in the Bresse region of France.[1] The breed has origins dating back to at least the 16th century, but was nearly extinct by the end of World War II. Through the efforts of Father Robert Billard, the breed was resurrected during the second half of the 20th century; its national breed club was founded in 1990. The breed was recognised by the Société Centrale Canine (French Kennel Club) in 2003.",1
"The Saluki is a standardised breed developed from sighthounds – dogs that hunt primarily by sight rather than strong scent – that was once used by nomadic tribes to run down game animals.[2] The dog was originally bred in the Fertile Crescent.[1] The modern breed is typically deep-chested and long-legged,[2] and similar dogs appear in medieval and ancient art. The breed is most closely related to the Afghan hound, a basal breed that predates the emergence of modern breeds in the 19th century,[3] and the Saluki has been purebred both in the Middle East, including by royalty, since at least that era, and in the West (especially in Britain and Germany) since the 1840s (with breed standards established in the West and the Middle East around the 1920s–1930s), though as a free-breeding landrace, similar dogs are common as feral animals in the Middle East. A related standardised breed is the north African Sloughi.",1
"The Samoyed (/ˈsæməjɛd/ SAM-ə-yed or /səˈmɔɪ.ɛd/ sə-MOY-ed;[1] Russian: Самое́дская соба́ка or Самое́д) is a breed of medium-sized herding dogs with thick, white, double-layer coats. They are a spitz-type dog which takes its name from the Samoyedic peoples of Siberia. Descending from the Nenets Herding Laika, they are a domesticated animal that assists in herding, hunting, protection and sled-pulling. ",1
"The Sapsal (also Sapsali/Sapsari or Sapsalgae) (Korean: 삽살이) is a shaggy-haired South Korean breed of dog that is said to ward off evil spirits. In the Korean language, the word Sapsal is followed by either gae (개, meaning ""dog"") or the nominative particle i (이), and may occasionally be romanized as Sapsaree. The breed was designated as one of the Natural monuments of South Korea in 1992 to receive protected status and funding for its preservation as a part of Korea's cultural heritage.[1] The breed is officially recognized by the Korean Kennel Federation.[2]",1
"The Sarabi dog or Persian mastiff,(Persian : سگ سرابی) is a large breed of livestock guardian dog from Iran, originating from the Sarab County, Sarabi dogs have been used for centuries by local shepherds to protect herds of sheep and goats from bears, wolves, jackals and other local predators. The Persian mastiff is calm, controlled, independent, powerful and protective, the breed is also used to compete in staged dog fights.[1] The breed is considered one of the oldest[2] and most powerful indigenous dog breeds in Iran; the larger and heavier an individual dog is, the greater its value.[1]",1
"The Sardinian Shepherd Dog or Fonni's Dog (Sardinian: cane fonnesu or cani sardu antigu; Italian: pastore fonnese) is an ancient landrace breed of Sardinian dog used as a herding, catching, and livestock guardian dog.",1
"The Šarplaninac[b] is a breed of dog of livestock guardian type.[2] It is named for the Šar Mountains or Šar Planina range in the Balkans, where it is principally found. Until 1957 it was known as the Illyrian Shepherd Dog or Ilirski Ovčar.[c] ",1
"The Schapendoes (Dutch pronunciation: [ˈsxaːpəndus]) or Dutch Sheepdog, is a breed of dog originating in the Netherlands. The Schapendoes was originally a herding dog and general farm dog, but today also participates in dog sports such as agility and flyball.",1
"The Schillerstövare, translated as the Schiller Hound in English, is a breed of dog of the scenthound type, originating as a hunting dog in Sweden in the late 19th century.",1
A Schipperke (/ˈskɪpərkiː/; Dutch: [ˈsxɪpərkə]) is a small breed of dog that is believed to have originated in the 1600s in Belgium.[1] There has been a long informal debate over whether this type of dog is a spitz or miniature sheepdog. In their home country of Belgium they are considered a small shepherd.[2] DNA research has shown that Schipperkes have a close relationship to the Spitz family of dog breeds.[3],1
"The Schweizer Laufhund is a breed of scenthound, originally from Switzerland.[1]",1
"The Schweizerischer Niederlaufhund (Small Swiss Hound), is a breed of dog of the scenthound type from Switzerland. Niederlaufhund means short-legged hound.  The breed has a number of different varieties (all of the same breed).",1
"The Scottish Deerhound, or simply the Deerhound, is a large breed of sighthound, once bred to hunt the red deer by coursing. In outward appearance, the Scottish Deerhound is similar to the Greyhound, but larger and more heavily boned with a rough-coat.",1
"The Scottish Terrier (Scottish Gaelic: Abhag Albannach; also known as the Aberdeen Terrier), popularly called the Scottie, is a breed of dog. Initially one of the highland breeds of terrier that were grouped under the name of Skye Terrier, it is one of five breeds of terrier that originated in Scotland, the other four being the modern Skye, Cairn, Dandie Dinmont, and West Highland White terriers. They are an independent and rugged breed with a wiry outer coat and a soft dense undercoat. The First Earl of Dumbarton nicknamed the breed ""the diehard"". According to legend, the Earl of Dumbarton gave this nickname because of the Scottish Terriers' bravery, and Scotties were also the inspiration for the name of his regiment, The Royal Scots, Dumbarton’s Diehard.[1] Scottish Terriers, were originally bred to hunt vermin on farms.",1
"The Sealyham Terrier (Welsh: Daeargi Sealyham) is a rare Welsh breed of small to medium-sized terrier that originated in Wales as a working dog.  It is principally a white-bodied, rough-coated breed, developed in the mid-to-late-19th century by Captain John Edwardes at Sealyham House, Pembrokeshire.",1
"The Segugio dell'Appennino or Piccolo Lepraiolo Italiano is a breed of small Italian scenthound, bred specifically to hunt hare. It may be either smooth-haired or wire-haired.[2] It received full recognition from the Ente Nazionale della Cinofilia Italiana in 2010.[3] It is one of four Italian breeds of scenthound, the others being the Segugio Italiano a Pelo Forte, the Segugio Italiano a Pelo Raso and the Segugio Maremmano.[4]",1
"The Segugio Italiano[a] is either of two Italian breeds of dog of scent hound type, the wire-haired Segugio Italiano a Pelo Forte[1] or the short-haired Segugio Italiano a Pelo Raso.[2][3]: 531  Apart from the coat type, they are closely similar,[3]: 531  and in some sources may be treated as a single breed; the Fédération Cynologique Internationale and the Ente Nazionale della Cinofilia Italiana treat them as separate.[1][2][4] They are also genetically close to the other two Italian scent hound breeds, the Segugio Maremmano and the Segugio dell'Appennino.[3]: 536  They are traditionally used for hunting hare, but may also be used in boar hunts.[5]: 242 ",1
"The Segugio Maremmano is an Italian breed of scent hound from the coastal plains of the Maremma, in Tuscany. It is mainly used for hunting wild boar, but may also be used to hunt hare and other mammals.[1] They may be either smooth-haired or rough-haired.[2]",1
"The Serbian Hound (Serbo-Croatian: srpski gonič / српски гонич), previously known as the Balkan Hound (Serbo-Croatian: balkanski gonič / балкански гонич), is a breed of scent hound from Serbia.",1
"The Serbian Tricolour Hound (Serbian: српски тробојни гонич, romanized: srpski trobojni gonič) is a breed of scent hound from Serbia. ",1
The Serrano Bulldog (Portuguese: Buldogue serrano) is a Brazilian dog breed recognized by the Brazilian Confederation of Cynophilia (CBKC).[1],1
"The Shar Pei (Cantonese: shā pèih or Mandarin: 沙皮 shā pí) is a dog breed from southern China. Traditionally kept as a property guardian, the Shar Pei was driven to the brink of extinction in the 20th century. The breed is known in the West for its deep wrinkles, while a traditional less wrinkled form is maintained in Hong Kong.",1
"The Shetland Sheepdog, often known as the Sheltie, is a breed of herding dog that originated in the Shetland Islands of Scotland. The original name was Shetland Collie, but this caused controversy amongst Rough Collie breeders of the time, so the breed's name was formally changed.[2] This diligent small dog is clever, vocal, excitable and willing to please. They are incredibly trustworthy to their owners to the point where they are often referred to as ""shadows"" due to their attachment to family. This breed was formally recognized by The Kennel Club (UK) in 1909.",1
"The Shiba Inu (柴犬, Japanese: [ɕiba inɯ]) is a breed of hunting dog from Japan. A small-to-medium breed, it is the smallest of the six original and distinct spitz breeds of dog native to Japan.[1] Its name literally translates to ""brushwood dog"", as it is used to flush game.",1
"The Shih Tzu (UK: /ˌʃiːˈtsuː/, US: /ˈʃiːtsuː/;[1] Chinese: 西施犬; pinyin: Xī Shī quǎn literally ""Hsi Shih dog"") is a toy dog breed originating from Tibet and believed to be bred from the Pekingese and the Lhasa Apso.",1
"The Shikoku Inu (四国犬, Shikoku-ken) or Kōchi-ken (高知犬)[1]  is a Japanese breed of dog from Shikoku island.[2] It was designated by Japan as a culturally important national treasure in 1937.[3]",1
The German Shepherd[a] is a German breed of working dog of medium to large size. The breed was developed by Max von Stephanitz using various traditional German herding dogs from 1899.,1
"The Siberian Husky is a medium-sized working sled dog breed. The breed belongs to the Spitz genetic family. It is recognizable by its thickly furred double coat, erect triangular ears, and distinctive markings, and is smaller than the similar-looking Alaskan Malamute.",1
"The Silken Windhound is an American breed of sighthound. Like most sighthounds, Silkens are noted coursers.",1
"The Australian Silky Terrier or simply Silky Terrier (depending on the breed registry) is a small breed of dog of the terrier dog type. The breed was developed in Australia, although the ancestral types and breeds were from Great Britain. It is closely related to the Australian Terrier and the Yorkshire Terrier. The breed is called the Silky Terrier in North America, but is called the Australian Silky Terrier in its country of origin and in the rest of the world.",1
The Sinhala Hound is a landrace of dog from Sri Lanka.,1
"The Skye Terrier is a Scottish dog breed that is a long, low, hardy terrier and ""one of the most endangered native dog breeds in the United Kingdom"" according to The Kennel Club.",1
"The Sloughi /ˈsluːɡi/,[1] or Arabian Greyhound (Arabic: سلوقي),[2] is an ancient breed of domesticated dog, specifically a member of the sighthound family. It originates from North Africa and is found in Algeria, Tunisia, Morocco and Libya.[3][4][5]",1
(Slovenský hrubosrstý Stavač),1
"The Slovak Cuvac is a Slovak breed of dog, bred for use as a livestock guard dog. This breed—also known as Slovensky Cuvac, Slovak Chuvach, Tatransky Cuvac and Slovensky Kuvac—is closely related to the Hungarian Kuvasz. The alternate German and English spelling Tchouvatch reflects the pronunciation: chew-votch( čuvati - in serbocroatian language  - guarding) . The breed is recognised under sponsorship from Slovakia by the Fédération Cynologique Internationale with the name Slovenský čuvač.[1] Despite the multiple renderings in English, these refer to only one breed. The United Kennel Club in the US uses the English version of the name Slovak Cuvac.",1
"The Slovenský kopov (translated into English as Slovak Hound) is a medium-sized breed of hunting dog of the scenthound type. The breed originated in Slovakia, in Central Europe, and is bred for boar hunting.  The name Black Forest Hound seems to have been created in North America for marketing purposes, since the breed has no connection with the Black Forest. The German name for this breed is Schwarzwildbracke which translates to Wild Boar Hound and not Schwarzwaldbracke which would be Black Forest Hound.",1
"Smaland Hound (Swedish: Smålandsstövare) is a breed of dog that originated in Sweden in the 16th century. Thought to be the oldest scent hound breed native to Sweden, it was first recognized by the Swedish Kennel Club in 1921. They are the smallest of the Swedish hound breeds, and have black and tan markings similar to the rottweiler. Internationally, it is recognized by a number of kennel clubs and registries including the Fédération Cynologique Internationale and United Kennel Club. It is considered rare, even in its native Sweden where only around sixty puppies are registered each year.",1
"The Kokoni (Greek: Κοκόνι) is a small domestic dog breed from Greece, only recently established as a standardized breed.  The foundation stock, a general landrace of small dogs of the region, are widely found throughout the country.",1
"The Small Münsterländer (also SM or Kleiner Münsterländer) is a versatile hunting-pointing-retrieving dog breed that reached its current form in the area around Münster, Germany. The Large Münsterländer is from the same area, but was developed from different breeding stock and is not related as the names would suggest. Small Münsterländers bear a resemblance to both spaniels and setters but are more versatile while hunting on land and water. The Small Münsterländer is recognized by the Fédération Cynologique Internationale under Group 7, Section 1.2, Continental Pointing Dogs of Spaniel type, by the American Kennel Club as a Foundation Stock Service breed, and by The Kennel Club and the United Kennel Club as a gun dog. It is related to the Epagneul Français and the Drentsche Patrijshond.",1
"The Smithfield, Smithfield Collie or Smithfield Sheepdog is a breed of herding dog. It is a large, strong dog of the collie type. The Smithfield can be black, grey or red with a white collar, or wholly white [1] and they always possess floppy ears and shaggy hair on the body, face and legs. Two varieties exist, with one having a natural bobtail and the second with a longer tail.[2] It was used for droving cattle in the southeast of England, especially the Smithfield Market in London,[3] and although this breed of dog is believed to be extinct and was never recognised by any of the major kennel clubs before its extinction, dogs of a similar type are shown under the same name in Tasmania, Australia.",1
The Smooth Collie is a breed of dog developed originally for herding. It is a short-coated version of the Rough Collie of Lassie fame. Some breed organisations consider the smooth-coat and rough-coat dogs to be variations of the same breed.,1
"The Smooth Fox Terrier is a breed of dog, one of many terrier breeds. It was the first breed in the fox terrier family to be given official recognition by The Kennel Club (circa 1875; breed standard 1876).  It is well known, and although not a widely popular breed today outside hunting and show circles, it is extremely significant due to the large number of terriers believed descended from the breed.",1
"The Soft-coated Wheaten Terrier (Irish: An Brocaire Buí - literally, ""Yellow Terrier"") is a pure-breed terrier originating from Ireland. Wheatens typically have one of two coat types: Irish or Heavy (American). The Irish coat is generally silkier and wavier than the Heavy, or American coat, which is thicker and fuller. Wheatens are generally friendly and playful, and tend to get along well with children and other dogs.",1
The South Russian Ovcharka or South Russian Shepherd Dog (Russian: Южнорусская овчарка) is breed of livestock guardian dog and herding dog developed along the Black Sea steppe of the Russian Empire.[1][2],1
"The Spanish Mastiff or Mastín Español is a breed of dog from Spain, originally bred to be a guard dog and whose specialized purpose is to be a livestock guardian dog protecting flocks and/or herds from wolves and other predators.",1
"The Spanish Water Dog (perro de agua español) breed is used in Spain as a general purpose sheepdog and guard. It is also used sometimes as a gundog, and is skilled at retrieval from water.",1
"Seventeen Italian dog breeds are recognised by the Ente Nazionale della Cinofilia Italiana,[1] of which fifteen are recognised also by the Fédération Cynologique Internationale. A further six are in the process of recognition by the ENCI. There are a number of local breeds or types without national recognition.[2]",1
"The Spinone Italiano[a] is an Italian breed of hunting dog, traditionally used for tracking, for pointing and for retrieving game.[1][3][4][5]",1
The Sporting Lucas Terrier is a small breed of dog of the terrier type. The breed is named for Jocelyn Lucas.,1
"The Stabyhoun, or Stabijhoun or Stabij (in Frisian), is one of the rarest dog breeds in the world.[1][2][3] It hails from the Dutch province of Friesland; its origins lie in the forested region of eastern and southeastern Friesland. The breed has been mentioned in Dutch literature dating back to the early 1800s, but it was not until the 1960s that the breed became known outside its native province; the first Stabyhouns left the Netherlands some decades later, in the 2000s. The name Stabijhoun translates roughly to ""stand by [me] dog"". The dog is considered a Dutch national treasure. Today, there are only a few thousand Stabyhouns worldwide.",1
"The Staffordshire Bull Terrier, also called the Staffy or Stafford, is a purebred dog of small to medium size in the terrier group that originated in the northern parts of Birmingham and in the Black Country of Staffordshire, for which it is named. They descended from 19th-century bull terriers that were developed by crossing bulldogs with various terriers to create a generic type of dog generally known as bull and terriers. Staffords share the same ancestry with the modern Bull Terrier, although the two breeds developed along independent lines, and do not resemble each other. Modern Staffords more closely resemble the old type of bull terrier, and were first recognised as a purebred dog breed by The Kennel Club of Great Britain in 1935.",1
"The Schnauzer or Mittelschnauzer is a German breed of dog in the Pinscher and Schnauzer group.[2] It is characterised by an abundant bristly beard and whiskers, usually lighter than the coat. It is one of three Schnauzer breeds, the others being the Giant Schnauzer or Riesenschnauzer, and the Miniature Schnauzer or Zwergschnauzer. In Germany it is an endangered breed, and is listed in category III of the Rote Liste of the Gesellschaft zur Erhaltung alter und gefährdeter Haustierrassen.[3] ",1
"The Stephens Stock, also known as the Stephens Stock Mountain Cur or simply the Stephens Cur, is a breed of cur from the United States.",1
"The Styrian Coarse-haired Hound (German: Steirische Rauhhaarbracke) is a breed of medium-sized hound dog originated in the Austrian province of Styria. It is bred as a scenthound, for hunting boar in mountainous terrain. The breed is one of the large Austrian Bracke.",1
