url,title,paragraph,tokens
https://en.wikipedia.org/wiki/Luciano_Leit%C3%A3o_Pedrosa,Luciano Leitão Pedrosa - Wikipedia,"Luciano Leitão Pedrosa (24 August 1965 - 9 April 2011), was a television presenter and a radio host in Brazil, who was known for his broadcasts about crime and politics. According to the Committee to Protect Journalists, the local media had reported that Pedrosa had received threats before he was killed. Police investigations at first did not follow the lead about threats as a motive but would later return to that as the motive and arrest two brothers and an accomplice who had threatened him.[1]","['luciano', 'leitao', 'pedrosa', 'august', 'april', 'was', 'a', 'television', 'presenter', 'and', 'a', 'radio', 'host', 'in', 'brazil', 'who', 'was', 'known', 'for', 'his', 'broadcasts', 'about', 'crime', 'and', 'politics', 'according', 'to', 'the', 'committee', 'to', 'protect', 'journalists', 'the', 'local', 'media', 'had', 'reported', 'that', 'pedrosa', 'had', 'received', 'threats', 'before', 'he', 'was', 'killed', 'police', 'investigations', 'at', 'first', 'did', 'not', 'follow', 'the', 'lead', 'about', 'threats', 'as', 'a', 'motive', 'but', 'would', 'later', 'return', 'to', 'that', 'as', 'the', 'motive', 'and', 'arrest', 'two', 'brothers', 'and', 'an', 'accomplice', 'who', 'had', 'threatened', 'him']"
https://en.wikipedia.org/wiki/Habitats_%26_Heritage,Habitats & Heritage - Wikipedia,"Habitats & Heritage is a registered charity[1] based at East Twickenham in the London Borough of Richmond upon Thames. It works in the London Boroughs of Richmond; Hounslow; Kingston; Wandsworth; Ealing; and Merton. It aims to understand the deep connection between urban nature and history by taking care of the local landscape; its wildlife, ecosystems and heritage.","['habitats', 'heritage', 'is', 'a', 'registered', 'charity', 'based', 'at', 'east', 'twickenham', 'in', 'the', 'london', 'borough', 'of', 'richmond', 'upon', 'thames', 'it', 'works', 'in', 'the', 'london', 'boroughs', 'of', 'richmond', 'hounslow', 'kingston', 'wandsworth', 'ealing', 'and', 'merton', 'it', 'aims', 'to', 'understand', 'the', 'deep', 'connection', 'between', 'urban', 'nature', 'and', 'history', 'by', 'taking', 'care', 'of', 'the', 'local', 'landscape', 'its', 'wildlife', 'ecosystems', 'and', 'heritage']"
https://en.wikipedia.org/wiki/Tuqan_Man,Tuqan Man - Wikipedia,"The Tuqan Man consists of human remains found on San Miguel Island off the coast of California in 2005. The skull and bones of a man buried between 9,800 and 10,200 years ago were exposed by beach erosion on this westernmost Channel Islands. The remains were encountered and preserved in 2005 by University of Oregon archaeologists. The remains were dated by way of radiocarbon dating and evaluation of artifacts which had been intentionally buried with him. Analysis of the bones indicated that he was in his forties when he died, and had spent time some distance east of what is now the Santa Barbara coastal region. It was not possible to extract the Tuqan Man's DNA, though increasingly better testing techniques and methods became available and were utilized over the 12 years that passed after his original discovery. The remains return to the island was delayed by resolution of tribal identification and ownership issues contingent on resolution of the precedent-setting Kennewick Man case from Washington State. Under procedures in accordance with the Native American Graves Protection and Repatriation Act (NAGPRA), in May, 2018, they were restored to the claiming Chumash tribe, for reburial on the island. The Chumash people had long occupied the island before the arrival of the first European explorers, and the find was given the place name of the island in the Chumash language.[1]","['the', 'tuqan', 'man', 'consists', 'of', 'human', 'remains', 'found', 'on', 'san', 'miguel', 'island', 'off', 'the', 'coast', 'of', 'california', 'in', 'the', 'skull', 'and', 'bones', 'of', 'a', 'man', 'buried', 'between', 'and', 'years', 'ago', 'were', 'exposed', 'by', 'beach', 'erosion', 'on', 'this', 'westernmost', 'channel', 'islands', 'the', 'remains', 'were', 'encountered', 'and', 'preserved', 'in', 'by', 'university', 'of', 'oregon', 'archaeologists', 'the', 'remains', 'were', 'dated', 'by', 'way', 'of', 'radiocarbon', 'dating', 'and', 'evaluation', 'of', 'artifacts', 'which', 'had', 'been', 'intentionally', 'buried', 'with', 'him', 'analysis', 'of', 'the', 'bones', 'indicated', 'that', 'he', 'was', 'in', 'his', 'forties', 'when', 'he', 'died', 'and', 'had', 'spent', 'time', 'some', 'distance', 'east', 'of', 'what', 'is', 'now', 'the', 'santa', 'barbara', 'coastal', 'region', 'it', 'was', 'not', 'possible', 'to', 'extract', 'the', 'tuqan', 'mans', 'dna', 'though', 'increasingly', 'better', 'testing', 'techniques', 'and', 'methods', 'became', 'available', 'and', 'were', 'utilized', 'over', 'the', 'years', 'that', 'passed', 'after', 'his', 'original', 'discovery', 'the', 'remains', 'return', 'to', 'the', 'island', 'was', 'delayed', 'by', 'resolution', 'of', 'tribal', 'identification', 'and', 'ownership', 'issues', 'contingent', 'on', 'resolution', 'of', 'the', 'precedentsetting', 'kennewick', 'man', 'case', 'from', 'washington', 'state', 'under', 'procedures', 'in', 'accordance', 'with', 'the', 'native', 'american', 'graves', 'protection', 'and', 'repatriation', 'act', 'nagpra', 'in', 'may', 'they', 'were', 'restored', 'to', 'the', 'claiming', 'chumash', 'tribe', 'for', 'reburial', 'on', 'the', 'island', 'the', 'chumash', 'people', 'had', 'long', 'occupied', 'the', 'island', 'before', 'the', 'arrival', 'of', 'the', 'first', 'european', 'explorers', 'and', 'the', 'find', 'was', 'given', 'the', 'place', 'name', 'of', 'the', 'island', 'in', 'the', 'chumash', 'language']"
https://en.wikipedia.org/wiki/147th_Automobile_Base,147th Automobile Base - Wikipedia,"The 147th Automobile Base is a motor transport company of the Russian Armed Forces, subordinated directly to the Ministry of Defense, whose task is to provide vehicles for the military command of the MoD, as well as servicing foreign military delegations, and the leadership of military districts/fleets of the Russian Navy arriving in Moscow on a service need at the request of the Main Operational Directorate of the General Staff of the Armed Forces.","['the', 'th', 'automobile', 'base', 'is', 'a', 'motor', 'transport', 'company', 'of', 'the', 'russian', 'armed', 'forces', 'subordinated', 'directly', 'to', 'the', 'ministry', 'of', 'defense', 'whose', 'task', 'is', 'to', 'provide', 'vehicles', 'for', 'the', 'military', 'command', 'of', 'the', 'mod', 'as', 'well', 'as', 'servicing', 'foreign', 'military', 'delegations', 'and', 'the', 'leadership', 'of', 'military', 'districtsfleets', 'of', 'the', 'russian', 'navy', 'arriving', 'in', 'moscow', 'on', 'a', 'service', 'need', 'at', 'the', 'request', 'of', 'the', 'main', 'operational', 'directorate', 'of', 'the', 'general', 'staff', 'of', 'the', 'armed', 'forces']"
https://en.wikipedia.org/wiki/Cognitive_activism,Cognitive activism - Wikipedia,"Cognitive activism is a type of activism that aims to bring about social change by evolving the way we think about things, often by reframing debates or redefining terms.[1]  Frank Luntz and George Lakoff are exemplary cognitive activists, although most activists participate in cognitive activism to some degree.","['cognitive', 'activism', 'is', 'a', 'type', 'of', 'activism', 'that', 'aims', 'to', 'bring', 'about', 'social', 'change', 'by', 'evolving', 'the', 'way', 'we', 'think', 'about', 'things', 'often', 'by', 'reframing', 'debates', 'or', 'redefining', 'terms', 'frank', 'luntz', 'and', 'george', 'lakoff', 'are', 'exemplary', 'cognitive', 'activists', 'although', 'most', 'activists', 'participate', 'in', 'cognitive', 'activism', 'to', 'some', 'degree']"
https://en.wikipedia.org/wiki/Darryl_Ponicsan,Darryl Ponicsan - Wikipedia,"Darryl Ponicsan (/ˈpɒnɪsən/; born May 26, 1938) is an American writer. He is best known as the author of the 1970 novel The Last Detail, which was adapted into the 1973 film of the same name starring Jack Nicholson. A sequel, Last Flag Flying, based on his 2005 novel of the same name, was released in 2017 and he also co-wrote the screenplay with Richard Linklater. He also wrote the 1973 novel and screenplay Cinderella Liberty, starring James Caan. Ponicsan writes mystery novels under the pen name Anne Argula.","['darryl', 'ponicsan', 'panIsn', 'born', 'may', 'is', 'an', 'american', 'writer', 'he', 'is', 'best', 'known', 'as', 'the', 'author', 'of', 'the', 'novel', 'the', 'last', 'detail', 'which', 'was', 'adapted', 'into', 'the', 'film', 'of', 'the', 'same', 'name', 'starring', 'jack', 'nicholson', 'a', 'sequel', 'last', 'flag', 'flying', 'based', 'on', 'his', 'novel', 'of', 'the', 'same', 'name', 'was', 'released', 'in', 'and', 'he', 'also', 'cowrote', 'the', 'screenplay', 'with', 'richard', 'linklater', 'he', 'also', 'wrote', 'the', 'novel', 'and', 'screenplay', 'cinderella', 'liberty', 'starring', 'james', 'caan', 'ponicsan', 'writes', 'mystery', 'novels', 'under', 'the', 'pen', 'name', 'anne', 'argula']"
https://en.wikipedia.org/wiki/Yana_Uqsha_(Cajatambo),Yana Uqsha (Cajatambo) - Wikipedia,"Yana Uqsha (Quechua yana black, very dark, uqsha (locally), uqsa high altitude grass,[2][3] Hispanicized spelling Yanaocsha) is a mountain in the Andes of Peru, about 4,800 m (15,700 ft) high. It is located in the Lima Region, Cajatambo Province, Cajatambo District. Yana Uqsha lies northwest of Pishtaq.[1][4]","['yana', 'uqsha', 'quechua', 'yana', 'black', 'very', 'dark', 'uqsha', 'locally', 'uqsa', 'high', 'altitude', 'grass', 'hispanicized', 'spelling', 'yanaocsha', 'is', 'a', 'mountain', 'in', 'the', 'andes', 'of', 'peru', 'about', 'm', 'ft', 'high', 'it', 'is', 'located', 'in', 'the', 'lima', 'region', 'cajatambo', 'province', 'cajatambo', 'district', 'yana', 'uqsha', 'lies', 'northwest', 'of', 'pishtaq']"
https://en.wikipedia.org/wiki/Crash_Bandicoot_Nitro_Kart_2,Crash Bandicoot Nitro Kart 2 - Wikipedia,"Crash Bandicoot Nitro Kart 2 is a 2010 racing video game developed by Swedish studio Polarbit and published by Activision for the iPhone and iPod Touch, and a sequel to Crash Bandicoot Nitro Kart 3D. The game is the seventeenth installment in the Crash Bandicoot series. Unlike the original, Nitro Kart 2 has been given an online multiplayer mode.[1] The game was released on May 26, 2010.[2]","['crash', 'bandicoot', 'nitro', 'kart', 'is', 'a', 'racing', 'video', 'game', 'developed', 'by', 'swedish', 'studio', 'polarbit', 'and', 'published', 'by', 'activision', 'for', 'the', 'iphone', 'and', 'ipod', 'touch', 'and', 'a', 'sequel', 'to', 'crash', 'bandicoot', 'nitro', 'kart', 'd', 'the', 'game', 'is', 'the', 'seventeenth', 'installment', 'in', 'the', 'crash', 'bandicoot', 'series', 'unlike', 'the', 'original', 'nitro', 'kart', 'has', 'been', 'given', 'an', 'online', 'multiplayer', 'mode', 'the', 'game', 'was', 'released', 'on', 'may']"
https://en.wikipedia.org/wiki/Britta_Unsleber,Britta Unsleber - Wikipedia,"Britta Unsleber (born 25 December 1966 in Darmstadt) is former German international football player. The defender was capped 54 times for Germany, scoring 13 goals. She won two German championships and five cups with FSV Frankfurt. She also won a championship at TSV Siegen. In 1989 and 1991 she won the Women's EURO with the German national team.","['britta', 'unsleber', 'born', 'december', 'in', 'darmstadt', 'is', 'former', 'german', 'international', 'football', 'player', 'the', 'defender', 'was', 'capped', 'times', 'for', 'germany', 'scoring', 'goals', 'she', 'won', 'two', 'german', 'championships', 'and', 'five', 'cups', 'with', 'fsv', 'frankfurt', 'she', 'also', 'won', 'a', 'championship', 'at', 'tsv', 'siegen', 'in', 'and', 'she', 'won', 'the', 'womens', 'euro', 'with', 'the', 'german', 'national', 'team']"
https://en.wikipedia.org/wiki/Environmental_racism,Environmental racism - Wikipedia,"Environmental racism, ecological racism or ecological apartheid is a form of institutional racism leading to landfills, incinerators, and hazardous waste disposal being disproportionally placed in communities of color.[1][2][3] Internationally, it is also associated with extractivism, which places the environmental burdens of mining, oil extraction, and industrial agriculture upon indigenous peoples and poorer nations largely inhabited by people of color.[1]","['environmental', 'racism', 'ecological', 'racism', 'or', 'ecological', 'apartheid', 'is', 'a', 'form', 'of', 'institutional', 'racism', 'leading', 'to', 'landfills', 'incinerators', 'and', 'hazardous', 'waste', 'disposal', 'being', 'disproportionally', 'placed', 'in', 'communities', 'of', 'color', 'internationally', 'it', 'is', 'also', 'associated', 'with', 'extractivism', 'which', 'places', 'the', 'environmental', 'burdens', 'of', 'mining', 'oil', 'extraction', 'and', 'industrial', 'agriculture', 'upon', 'indigenous', 'peoples', 'and', 'poorer', 'nations', 'largely', 'inhabited', 'by', 'people', 'of', 'color']"
https://en.wikipedia.org/wiki/Sidney_J._Furie,Sidney J. Furie - Wikipedia,"Sidney Joseph Furie (born February 28, 1933)[1] is a Canadian film director, screenwriter, and producer best known for his extensive work in both British and American cinema between the 1960s and early 1980s. Like his contemporaries Norman Jewison and Ted Kotcheff, he was one of the earliest Canadian directors to achieve mainstream critical and financial success outside their native country at a time when its film industry was virtually nonexistent.[2][3] He won a BAFTA Film Award and was nominated for a Palme d'Or for his work on the acclaimed spy thriller The Ipcress File (1965) starring Michael Caine.","['sidney', 'joseph', 'furie', 'born', 'february', 'is', 'a', 'canadian', 'film', 'director', 'screenwriter', 'and', 'producer', 'best', 'known', 'for', 'his', 'extensive', 'work', 'in', 'both', 'british', 'and', 'american', 'cinema', 'between', 'the', 's', 'and', 'early', 's', 'like', 'his', 'contemporaries', 'norman', 'jewison', 'and', 'ted', 'kotcheff', 'he', 'was', 'one', 'of', 'the', 'earliest', 'canadian', 'directors', 'to', 'achieve', 'mainstream', 'critical', 'and', 'financial', 'success', 'outside', 'their', 'native', 'country', 'at', 'a', 'time', 'when', 'its', 'film', 'industry', 'was', 'virtually', 'nonexistent', 'he', 'won', 'a', 'bafta', 'film', 'award', 'and', 'was', 'nominated', 'for', 'a', 'palme', 'dor', 'for', 'his', 'work', 'on', 'the', 'acclaimed', 'spy', 'thriller', 'the', 'ipcress', 'file', 'starring', 'michael', 'caine']"
https://en.wikipedia.org/wiki/Volodymyr_Borodiansky,Volodymyr Borodiansky - Wikipedia,"Volodymyr Volodymyrovych Borodianskyi (Ukrainian: Володимир Володимирович Бородянський; born 15 January 1974[2]) is a Ukrainian television manager, public figure, entrepreneur and politician.[3] Minister of Culture, Youth and Sports of Ukraine (2019–2020), chairman of the board of STB (2004–2018), Director of StarLightMedia (2012–2018), Chairman of the Council for the Development of the National Cultural, Art and Museum complex ""Mystetsky Arsenal"".[4][5]","['volodymyr', 'volodymyrovych', 'borodianskyi', 'ukrainian', 'volodimir', 'volodimirovich', 'borodianskii', 'born', 'january', 'is', 'a', 'ukrainian', 'television', 'manager', 'public', 'figure', 'entrepreneur', 'and', 'politician', 'minister', 'of', 'culture', 'youth', 'and', 'sports', 'of', 'ukraine', 'chairman', 'of', 'the', 'board', 'of', 'stb', 'director', 'of', 'starlightmedia', 'chairman', 'of', 'the', 'council', 'for', 'the', 'development', 'of', 'the', 'national', 'cultural', 'art', 'and', 'museum', 'complex', 'mystetsky', 'arsenal']"
https://en.wikipedia.org/wiki/Fortress_(card_game),Fortress (card game) - Wikipedia,"Fortress is a patience or solitaire card game which is played with a deck of playing cards, in which the entire deck is laid out.[1]  It is a member of the Castle family of solitaire games,[2] but has two more tableau piles than Beleaguered Castle and the piles are shorter.","['fortress', 'is', 'a', 'patience', 'or', 'solitaire', 'card', 'game', 'which', 'is', 'played', 'with', 'a', 'deck', 'of', 'playing', 'cards', 'in', 'which', 'the', 'entire', 'deck', 'is', 'laid', 'out', 'it', 'is', 'a', 'member', 'of', 'the', 'castle', 'family', 'of', 'solitaire', 'games', 'but', 'has', 'two', 'more', 'tableau', 'piles', 'than', 'beleaguered', 'castle', 'and', 'the', 'piles', 'are', 'shorter']"
https://en.wikipedia.org/wiki/Milovan_Djilas,Milovan Djilas - Wikipedia,"Milovan Djilas (English: /ˈdʒɪlɒs/; Serbian: Милован Ђилас, romanized: Milovan Đilas, pronounced [mîlɔʋan dʑîlaːs]; 12 June 1911 – 20 April 1995) was a Yugoslav communist politician, theorist and author. He was a key figure in the Partisan movement during World War II, as well as in the post-war government. A self-identified democratic socialist,[1] Djilas became one of the best-known and most prominent dissidents in Yugoslavia and all of Eastern Europe.[2][3] During an era of several decades, he critiqued communism from the viewpoint of trying to improve it from within; after the revolutions of 1989 and the violent breakup of Yugoslavia, he critiqued it from an anti-communist viewpoint of someone whose youthful dreams had been disillusioned. ","['milovan', 'djilas', 'english', 'dZIlas', 'serbian', 'milovan', 'djilas', 'romanized', 'milovan', 'dilas', 'pronounced', 'milovan', 'dzilas', 'june', 'april', 'was', 'a', 'yugoslav', 'communist', 'politician', 'theorist', 'and', 'author', 'he', 'was', 'a', 'key', 'figure', 'in', 'the', 'partisan', 'movement', 'during', 'world', 'war', 'ii', 'as', 'well', 'as', 'in', 'the', 'postwar', 'government', 'a', 'selfidentified', 'democratic', 'socialist', 'djilas', 'became', 'one', 'of', 'the', 'bestknown', 'and', 'most', 'prominent', 'dissidents', 'in', 'yugoslavia', 'and', 'all', 'of', 'eastern', 'europe', 'during', 'an', 'era', 'of', 'several', 'decades', 'he', 'critiqued', 'communism', 'from', 'the', 'viewpoint', 'of', 'trying', 'to', 'improve', 'it', 'from', 'within', 'after', 'the', 'revolutions', 'of', 'and', 'the', 'violent', 'breakup', 'of', 'yugoslavia', 'he', 'critiqued', 'it', 'from', 'an', 'anticommunist', 'viewpoint', 'of', 'someone', 'whose', 'youthful', 'dreams', 'had', 'been', 'disillusioned']"
https://en.wikipedia.org/wiki/St._Michael%27s_Hospital_and_Nurses%27_Residence,St. Michael's Hospital and Nurses' Residence - Wikipedia,"St. Michael's Hospital and Nurses' Residence is a property in Grand Forks, North Dakota that was listed on the National Register of Historic Places in 1995. It was also known as St. Anne's Guest Home and denoted 32GF14, it was builtin 1907.[1] It was designed  by architect George Hancock (1849- 1924). Grand Forks architect William J. Edwards  designed the Nurses' Residence in 1913.[2]","['st', 'michaels', 'hospital', 'and', 'nurses', 'residence', 'is', 'a', 'property', 'in', 'grand', 'forks', 'north', 'dakota', 'that', 'was', 'listed', 'on', 'the', 'national', 'register', 'of', 'historic', 'places', 'in', 'it', 'was', 'also', 'known', 'as', 'st', 'annes', 'guest', 'home', 'and', 'denoted', 'gf', 'it', 'was', 'builtin', 'it', 'was', 'designed', 'by', 'architect', 'george', 'hancock', 'grand', 'forks', 'architect', 'william', 'j', 'edwards', 'designed', 'the', 'nurses', 'residence', 'in']"
https://en.wikipedia.org/wiki/List_of_Wesley_Snipes_performances,List of Wesley Snipes performances - Wikipedia,"American actor, film producer, and martial artist Wesley Snipes started his acting career in the 1980s with a one episode appearance on the soap opera All My Children (1984). His first film roles were both in 1986 in Wildcats and Streets of Gold. He then appeared as Willie Mays Hayes in the 1989 sports comedy film Major League with Tom Berenger and Charlie Sheen. He had prominent roles in the 1990s, starring in the films New Jack City with Ice-T (1991), White Men Can't Jump with Woody Harrelson (1992), Rising Sun with Sean Connery (1993), Demolition Man with Sylvester Stallone (1993), To Wong Foo, Thanks for Everything! Julie Newmar with Patrick Swayze and John Leguizamo (1995), and U.S. Marshals with Tommy Lee Jones (1998). Also in 1998, he was cast as Eric Brooks / Blade in the superhero horror film Blade, based on the Marvel Comics superhero of the same name, a role he went on to reprise in Blade II (2002) and Blade: Trinity (2004).","['american', 'actor', 'film', 'producer', 'and', 'martial', 'artist', 'wesley', 'snipes', 'started', 'his', 'acting', 'career', 'in', 'the', 's', 'with', 'a', 'one', 'episode', 'appearance', 'on', 'the', 'soap', 'opera', 'all', 'my', 'children', 'his', 'first', 'film', 'roles', 'were', 'both', 'in', 'in', 'wildcats', 'and', 'streets', 'of', 'gold', 'he', 'then', 'appeared', 'as', 'willie', 'mays', 'hayes', 'in', 'the', 'sports', 'comedy', 'film', 'major', 'league', 'with', 'tom', 'berenger', 'and', 'charlie', 'sheen', 'he', 'had', 'prominent', 'roles', 'in', 'the', 's', 'starring', 'in', 'the', 'films', 'new', 'jack', 'city', 'with', 'icet', 'white', 'men', 'cant', 'jump', 'with', 'woody', 'harrelson', 'rising', 'sun', 'with', 'sean', 'connery', 'demolition', 'man', 'with', 'sylvester', 'stallone', 'to', 'wong', 'foo', 'thanks', 'for', 'everything', 'julie', 'newmar', 'with', 'patrick', 'swayze', 'and', 'john', 'leguizamo', 'and', 'us', 'marshals', 'with', 'tommy', 'lee', 'jones', 'also', 'in', 'he', 'was', 'cast', 'as', 'eric', 'brooks', 'blade', 'in', 'the', 'superhero', 'horror', 'film', 'blade', 'based', 'on', 'the', 'marvel', 'comics', 'superhero', 'of', 'the', 'same', 'name', 'a', 'role', 'he', 'went', 'on', 'to', 'reprise', 'in', 'blade', 'ii', 'and', 'blade', 'trinity']"
https://en.wikipedia.org/wiki/Harlem_Yu,Harlem Yu - Wikipedia,"Harlem Yu (traditional Chinese: 庾澄慶; simplified Chinese: 庾澄庆; pinyin: Yǔ Chéngqìng; Pe̍h-ōe-jī: Jú Têng-khèng; born 28 July 1961) is a Taiwanese singer-songwriter, television host and businessman. He is particularly well-known for singing the theme song, Qing Fei De Yi, for the 2001 television drama, Meteor Garden. He made a cameo in both that version and the 2018 remake, Meteor Garden performing Qing Fei De Yi (情非得已). He has been hosting television shows in Taiwan since 1994 and in China since 2011, and served as a coach for three seasons of The Voice of China and three seasons of Sing! China.","['harlem', 'yu', 'traditional', 'chinese', 'Yu', 'Cheng', 'Qing', 'simplified', 'chinese', 'Yu', 'Cheng', 'Qing', 'pinyin', 'yu', 'chengqing', 'pehoeji', 'ju', 'tengkheng', 'born', 'july', 'is', 'a', 'taiwanese', 'singersongwriter', 'television', 'host', 'and', 'businessman', 'he', 'is', 'particularly', 'wellknown', 'for', 'singing', 'the', 'theme', 'song', 'qing', 'fei', 'de', 'yi', 'for', 'the', 'television', 'drama', 'meteor', 'garden', 'he', 'made', 'a', 'cameo', 'in', 'both', 'that', 'version', 'and', 'the', 'remake', 'meteor', 'garden', 'performing', 'qing', 'fei', 'de', 'yi', 'Qing', 'Fei', 'De', 'Yi', 'he', 'has', 'been', 'hosting', 'television', 'shows', 'in', 'taiwan', 'since', 'and', 'in', 'china', 'since', 'and', 'served', 'as', 'a', 'coach', 'for', 'three', 'seasons', 'of', 'the', 'voice', 'of', 'china', 'and', 'three', 'seasons', 'of', 'sing', 'china']"
https://en.wikipedia.org/wiki/Twist_and_Shout_(game_show),Twist and Shout (game show) - Wikipedia,"Twist and Shout is a Philippine game show that premiered July 3, 2010 airing every weekend on ABS-CBN. It is based on the Sing If You Can franchise owned by Zodiak Entertainment.[1] The show is hosted by the country's leading singers, Gary Valenciano and Martin Nievera. Three kings teams must sing to two-minute songs while being challenged to obstacles and distractions.","['twist', 'and', 'shout', 'is', 'a', 'philippine', 'game', 'show', 'that', 'premiered', 'july', 'airing', 'every', 'weekend', 'on', 'abscbn', 'it', 'is', 'based', 'on', 'the', 'sing', 'if', 'you', 'can', 'franchise', 'owned', 'by', 'zodiak', 'entertainment', 'the', 'show', 'is', 'hosted', 'by', 'the', 'countrys', 'leading', 'singers', 'gary', 'valenciano', 'and', 'martin', 'nievera', 'three', 'kings', 'teams', 'must', 'sing', 'to', 'twominute', 'songs', 'while', 'being', 'challenged', 'to', 'obstacles', 'and', 'distractions']"
https://en.wikipedia.org/wiki/Togha_Tem%C3%BCr,Togha Temür - Wikipedia,"Togha Temür (died December 1353), also known as Taghaytimur, was a claimant to the throne of the Ilkhanate in the mid-14th century. Of the many individuals who attempted to become Ilkhan after the death of Abu Sa'id, Togha Temür was the only one who hailed from eastern Iran, and was the last major candidate who was of the house of Genghis Khan. His base of power was Gurgan and western Khurasan. His name ""Togoy Tomor"" means ""Bowl/Pot Iron"" in the Mongolian language.","['togha', 'temur', 'died', 'december', 'also', 'known', 'as', 'taghaytimur', 'was', 'a', 'claimant', 'to', 'the', 'throne', 'of', 'the', 'ilkhanate', 'in', 'the', 'midth', 'century', 'of', 'the', 'many', 'individuals', 'who', 'attempted', 'to', 'become', 'ilkhan', 'after', 'the', 'death', 'of', 'abu', 'said', 'togha', 'temur', 'was', 'the', 'only', 'one', 'who', 'hailed', 'from', 'eastern', 'iran', 'and', 'was', 'the', 'last', 'major', 'candidate', 'who', 'was', 'of', 'the', 'house', 'of', 'genghis', 'khan', 'his', 'base', 'of', 'power', 'was', 'gurgan', 'and', 'western', 'khurasan', 'his', 'name', 'togoy', 'tomor', 'means', 'bowlpot', 'iron', 'in', 'the', 'mongolian', 'language']"
https://en.wikipedia.org/wiki/Bacan_Islands,Bacan Islands - Wikipedia,"The Bacan Islands, formerly also known as the Bachans, Bachians, and Batchians,[1] are a group of islands in the Moluccas in Indonesia. They are mountainous and forested, lying south of Ternate and southwest of Halmahera. The islands are administered by the South Halmahera Regency of North Maluku Province. They formerly constituted the Sultanate of Bacan.","['the', 'bacan', 'islands', 'formerly', 'also', 'known', 'as', 'the', 'bachans', 'bachians', 'and', 'batchians', 'are', 'a', 'group', 'of', 'islands', 'in', 'the', 'moluccas', 'in', 'indonesia', 'they', 'are', 'mountainous', 'and', 'forested', 'lying', 'south', 'of', 'ternate', 'and', 'southwest', 'of', 'halmahera', 'the', 'islands', 'are', 'administered', 'by', 'the', 'south', 'halmahera', 'regency', 'of', 'north', 'maluku', 'province', 'they', 'formerly', 'constituted', 'the', 'sultanate', 'of', 'bacan']"
https://en.wikipedia.org/wiki/The_Funtastic_World_of_Hanna-Barbera_(ride),The Funtastic World of Hanna-Barbera (ride) - Wikipedia,"The Funtastic World of Hanna-Barbera was a simulator ride at Universal Studios Florida and one of the park's original attractions. The story line tells that Dick Dastardly and Muttley have kidnapped Elroy Jetson. Yogi Bear and Boo-Boo give chase and the audience is in for the ride of their lives. The attraction opened on June 7, 1990 and closed on October 20, 2002.","['the', 'funtastic', 'world', 'of', 'hannabarbera', 'was', 'a', 'simulator', 'ride', 'at', 'universal', 'studios', 'florida', 'and', 'one', 'of', 'the', 'parks', 'original', 'attractions', 'the', 'story', 'line', 'tells', 'that', 'dick', 'dastardly', 'and', 'muttley', 'have', 'kidnapped', 'elroy', 'jetson', 'yogi', 'bear', 'and', 'booboo', 'give', 'chase', 'and', 'the', 'audience', 'is', 'in', 'for', 'the', 'ride', 'of', 'their', 'lives', 'the', 'attraction', 'opened', 'on', 'june', 'and', 'closed', 'on', 'october']"
https://en.wikipedia.org/wiki/John_Jay_Report,John Jay Report - Wikipedia,"The Nature and Scope of the Problem of Sexual Abuse of Minors by Catholic Priests and Deacons in the United States, commonly known as the John Jay Report, is a 2004 report by the John Jay College of Criminal Justice, commissioned by the U.S. Conference of Catholic Bishops, based on surveys completed by the Roman Catholic dioceses in the United States.[1] The initial version of the report was posted on the Internet on February 27, 2004, with corrections and revisions posted on April 16. The printed version was published in June 2004.[2] The church's own John Jay Report is online at John Jay Report.","['the', 'nature', 'and', 'scope', 'of', 'the', 'problem', 'of', 'sexual', 'abuse', 'of', 'minors', 'by', 'catholic', 'priests', 'and', 'deacons', 'in', 'the', 'united', 'states', 'commonly', 'known', 'as', 'the', 'john', 'jay', 'report', 'is', 'a', 'report', 'by', 'the', 'john', 'jay', 'college', 'of', 'criminal', 'justice', 'commissioned', 'by', 'the', 'us', 'conference', 'of', 'catholic', 'bishops', 'based', 'on', 'surveys', 'completed', 'by', 'the', 'roman', 'catholic', 'dioceses', 'in', 'the', 'united', 'states', 'the', 'initial', 'version', 'of', 'the', 'report', 'was', 'posted', 'on', 'the', 'internet', 'on', 'february', 'with', 'corrections', 'and', 'revisions', 'posted', 'on', 'april', 'the', 'printed', 'version', 'was', 'published', 'in', 'june', 'the', 'churchs', 'own', 'john', 'jay', 'report', 'is', 'online', 'at', 'john', 'jay', 'report']"
"https://en.wikipedia.org/wiki/Tarun,_Iran","Tarun, Iran - Wikipedia","Tarun (Persian: طارون, also Romanized as Ţārūn and Tārūn; also known as Ţārān and Ţārom)[1] is a village in Kandovan Rural District, Kandovan District, Meyaneh County, East Azerbaijan Province, Iran. At the 2006 census, its population was 299, in 79 families.[2]","['tarun', 'persian', 'Trwn', 'also', 'romanized', 'as', 'tarun', 'and', 'tarun', 'also', 'known', 'as', 'taran', 'and', 'tarom', 'is', 'a', 'village', 'in', 'kandovan', 'rural', 'district', 'kandovan', 'district', 'meyaneh', 'county', 'east', 'azerbaijan', 'province', 'iran', 'at', 'the', 'census', 'its', 'population', 'was', 'in', 'families']"
