description,isdog,url
Five Things Puppy Owners Should Never Do,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/d0f0a8cc9a3de345d1fc63204c537e15/image?etag=1682907848002&width=70&height=47
Tibetan Terrier standing in three-quarter view facing forward.,1,https://www.akc.org/wp-content/uploads/2017/11/Tibetan-Terrier-On-White-01.jpg
How to Potty Train Puppies: A Comprehensive Guide for Success,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/a9a95c72ed71e37924856bd62262024c/image?etag=1682908031358&width=70&height=47
Vizsla standing in three-quarter view.,1,https://www.akc.org/wp-content/uploads/2017/11/Vizsla-On-White-01.jpg
Can Dogs Eat Peanut Butter?,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/7aeac452e5c0d1fce26e94cf2e6ba673/image?etag=1682908207656&width=70&height=47
Weimaraner running into water.,1,https://www.akc.org/wp-content/uploads/2017/11/Weimaraner-running-into-water.jpg
How to Calculate Dog Years to Human Years,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/84fef1a4c40f507e975fe2ce40fe0da6/image?etag=1682907489098&width=70&height=47
Xoloitzcuintli standing sideways facing left,1,https://www.akc.org/wp-content/uploads/2017/11/Xoloitzcuintli-On-White-01.jpg
Yorkshire Terrier standing outdoors on a sunny day.,1,https://www.akc.org/wp-content/uploads/2017/11/Yorkshire-Terrier-standing-outdoors-on-a-sunny-day.jpg
Affenpinscher coat detail.,0,https://www.akc.org/wp-content/uploads/2017/11/Affenpinscher-coat-detail.jpg
Affenpinschers together in the grass.,1,https://www.akc.org/wp-content/uploads/2017/11/Affenpinschers-together-in-the-grass.jpg
two poodles outdoors top 5 most popular breeds,0,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2022/03/15085347/Miniature-Poodles-head-portrait-outdoors-1-400x267.jpg
Affenpinscher coat detail.,0,https://www.akc.org/wp-content/uploads/2017/11/Affenpinscher-coat-detail.jpg
Bulldog puppy laying down stretching in the grass.,1,https://www.akc.org/wp-content/uploads/2017/06/Bulldog-puppy-laying-down-stretching-in-the-grass-1-400x267.jpeg
Affenpinschers together in the grass.,1,https://www.akc.org/wp-content/uploads/2017/11/Affenpinschers-together-in-the-grass.jpg
"Basenji puppy, house pet playing under the bed",1,https://www.akc.org/wp-content/uploads/2020/06/basenji-hiding-under-furniture-400x267.jpg
Afghan Hound at the 2017 AKC National Championship.,1,https://www.akc.org/wp-content/uploads/2017/11/Afghan-Hound-at-the-National-Championship.jpg
Afghan Hound head portrait outdoors.,1,https://www.akc.org/wp-content/uploads/2017/11/Afghan-Hound-portrait-outdoors.jpg
two poodles outdoors top 5 most popular breeds,0,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2022/03/15085347/Miniature-Poodles-head-portrait-outdoors-1-400x267.jpg
Afghan Hound at the 2017 AKC National Championship.,1,https://www.akc.org/wp-content/uploads/2017/11/Afghan-Hound-at-the-National-Championship.jpg
Afghan Hound head portrait outdoors.,1,https://www.akc.org/wp-content/uploads/2017/11/Afghan-Hound-portrait-outdoors.jpg
Bulldog puppy laying down stretching in the grass.,1,https://www.akc.org/wp-content/uploads/2017/06/Bulldog-puppy-laying-down-stretching-in-the-grass-1-400x267.jpeg
Airedale Terrier laying down in the grass.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/02170030/Airedale-Terrier-laying-in-the-grass.jpg
Airedale Terrier head portrait in profile outdoors.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/02170103/Airedale-Terrier-head-in-profile.jpg
"Basenji puppy, house pet playing under the bed",1,https://www.akc.org/wp-content/uploads/2020/06/basenji-hiding-under-furniture-400x267.jpg
two poodles outdoors top 5 most popular breeds,0,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2022/03/15085347/Miniature-Poodles-head-portrait-outdoors-1-400x267.jpg
Airedale Terrier laying down in the grass.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/02170030/Airedale-Terrier-laying-in-the-grass.jpg
Airedale Terrier head portrait in profile outdoors.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/02170103/Airedale-Terrier-head-in-profile.jpg
Akita standing on a cliff in profile outdoors.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/06154107/Akita-standing-outdoors1.jpg
Akita head portrait outdoors.,0,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/06153939/Akita-head-portrait-outdoors1.jpg
Akita standing on a cliff in profile outdoors.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/06154107/Akita-standing-outdoors1.jpg
Akita head portrait outdoors.,0,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/06153939/Akita-head-portrait-outdoors1.jpg
Alaskan Klee Kai head portrait outdoors.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2021/01/20111158/Alaskan-Klee-Kai-head-portrait-outdoors2.jpg
Alaskan Klee Kai standing in the snow attached to a harness.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2021/01/18151501/Alaskan-Klee-Kai-standing-in-the-snow-attached-to-a-harness1.jpg
Alaskan Klee Kai head portrait outdoors.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2021/01/18151213/Alaskan-Klee-Kai-head-portrait-outdoors-11.jpg
Alaskan Klee Kai head portrait outdoors.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2021/01/20111158/Alaskan-Klee-Kai-head-portrait-outdoors2.jpg
Alaskan Klee Kai standing in the snow attached to a harness.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2021/01/18151501/Alaskan-Klee-Kai-standing-in-the-snow-attached-to-a-harness1.jpg
Alaskan Klee Kai head portrait outdoors.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2021/01/18151213/Alaskan-Klee-Kai-head-portrait-outdoors-11.jpg
Alaskan Malamute sled team pulling at their harness.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/09151041/Alaskan-Malamute-sled-team-pulling-at-their-harness.jpg
Alaskan Malamutes pulling a sled over the snow.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/09151216/Alaskan-Malamutes-pulling-a-sled-over-the-snow.jpg
French Bulldog and Pug laying together on a chair indoors,1,https://www.akc.org/wp-content/uploads/2021/05/French-Bulldog-and-Pug-laying-on-a-chair-together-indoors-400x267.jpeg
Alaskan Malamute sled team pulling at their harness.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/09151041/Alaskan-Malamute-sled-team-pulling-at-their-harness.jpg
Alaskan Malamutes pulling a sled over the snow.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/09151216/Alaskan-Malamutes-pulling-a-sled-over-the-snow.jpg
American Bulldog standing in the grass.,1,https://www.akc.org/wp-content/uploads/2019/12/American-Bulldog.6.jpg
American Bulldog standing in the grass in three-quarter view.,1,https://www.akc.org/wp-content/uploads/2020/01/American-Bulldog-standing-in-three-quarter-view.jpg
American Bulldog head portrait outdoors.,1,https://www.akc.org/wp-content/uploads/2019/12/American-Bulldog-head.jpg
American Bulldog standing in the grass.,1,https://www.akc.org/wp-content/uploads/2019/12/American-Bulldog.6.jpg
American Bulldog standing in the grass in three-quarter view.,1,https://www.akc.org/wp-content/uploads/2020/01/American-Bulldog-standing-in-three-quarter-view.jpg
American Bulldog head portrait outdoors.,1,https://www.akc.org/wp-content/uploads/2019/12/American-Bulldog-head.jpg
American English Coonhound at the AKC National Championship.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12133546/American-English-Coonhound-at-the-AKC-National-Championship.jpg
American English Coonhound standing in profile on a white background.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12133434/American-English-Coonhound-standing-in-profile-on-a-white-background.jpg
American English Coonhound at the AKC National Championship.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12133546/American-English-Coonhound-at-the-AKC-National-Championship.jpg
American English Coonhound standing in profile on a white background.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12133434/American-English-Coonhound-standing-in-profile-on-a-white-background.jpg
American Eskimo Dog standing in the wind in an open landscape,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12154003/American-Eskimo-Dog-standing-in-the-wind-in-an-open-landscape.jpg
American Eskimo Dog running outdoors.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12153923/American-Eskimo-Dog-running-outdoors1.jpg
American Eskimo Dog standing in the wind in an open landscape,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12154003/American-Eskimo-Dog-standing-in-the-wind-in-an-open-landscape.jpg
Dachshund with its owner getting checked by a veterinarian.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2022/07/20085929/Dachshund-with-its-owner-getting-checked-by-a-veterinarian-400x267.jpg
American Eskimo Dog running outdoors.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12153923/American-Eskimo-Dog-running-outdoors1.jpg
American Foxhound coat detail.,0,https://www.akc.org/wp-content/uploads/2017/11/American-Foxhound-On-White-04.jpg
"BBE Hound Group Fourth, Best of Breed, and Best Bred By in Breed/Variety: GCHS CH Kiarry's Stonewall Jackson, American Foxhound; Hound Group judging at the 2016 AKC National Championship presented by Royal Canin in Orlando, FL.",1,https://www.akc.org/wp-content/uploads/2017/11/ANC2016-Conformation-Hound-Group-David-0E9A5881.jpg
Leonberger laying on a grassy path in the woods.,1,https://www.akc.org/wp-content/uploads/2017/11/Leonberger-laying-on-a-grassy-path-in-the-woods-400x267.jpg
American Foxhound coat detail.,0,https://www.akc.org/wp-content/uploads/2017/11/American-Foxhound-On-White-04.jpg
"BBE Hound Group Fourth, Best of Breed, and Best Bred By in Breed/Variety: GCHS CH Kiarry's Stonewall Jackson, American Foxhound; Hound Group judging at the 2016 AKC National Championship presented by Royal Canin in Orlando, FL.",1,https://www.akc.org/wp-content/uploads/2017/11/ANC2016-Conformation-Hound-Group-David-0E9A5881.jpg
American Hairless Terrier body detail.,0,https://www.akc.org/wp-content/uploads/2017/11/American-Hairless-Terrier-On-White-04.jpg
"Best of Breed: GCH CH Kidd K's Speed Demyn @ Wmk CM, American Hairless Terrier; Terrier Group judging at the 2016 AKC National Championship presented by Royal Canin in Orlando, FL.",1,https://www.akc.org/wp-content/uploads/2017/11/ANC2016-Conformation-Terrier-Group-David-0E9A3152.jpg
American Hairless Terrier body detail.,0,https://www.akc.org/wp-content/uploads/2017/11/American-Hairless-Terrier-On-White-04.jpg
"Best of Breed: GCH CH Kidd K's Speed Demyn @ Wmk CM, American Hairless Terrier; Terrier Group judging at the 2016 AKC National Championship presented by Royal Canin in Orlando, FL.",1,https://www.akc.org/wp-content/uploads/2017/11/ANC2016-Conformation-Terrier-Group-David-0E9A3152.jpg
American Leopard Hound,1,https://www.akc.org/wp-content/uploads/2017/11/American-Leopard-Hound-MP.jpg
American Leopard Hound standing sideways. Wooded landscape in background.,1,https://www.akc.org/wp-content/uploads/2017/11/American-Leopard-Hound-On-White-01.jpg
American Leopard Hound,1,https://www.akc.org/wp-content/uploads/2017/11/American-Leopard-Hound-MP.jpg
American Leopard Hound,1,https://www.akc.org/wp-content/uploads/2017/11/American-Leopard-Hound-MP.jpg
American Leopard Hound standing sideways. Wooded landscape in background.,1,https://www.akc.org/wp-content/uploads/2017/11/American-Leopard-Hound-On-White-01.jpg
American Leopard Hound,1,https://www.akc.org/wp-content/uploads/2017/11/American-Leopard-Hound-MP.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Cute dog eating food,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2022/03/15144136/French-Bulldog-eating-from-a-bowl-at-home-400x267.jpeg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Dog eating dry kibble out of a bowl,1,https://www.akc.org/wp-content/uploads/2016/07/GettyImages-496791328-400x267.jpg
sporting group,1,https://www.akc.org/wp-content/uploads/2017/11/sporting-group-hero.jpg
American Water Spaniel,1,https://www.akc.org/wp-content/uploads/2017/11/American-Water-Spaniel.1-400x267.jpg
Barbet,0,https://www.akc.org/wp-content/uploads/2017/11/Barbet-standing-in-the-snow-400x267.jpg
Boykin Spaniel,1,https://www.akc.org/wp-content/uploads/2017/11/Boykin-Spaniel-holding-a-dummy-toy-400x267.jpg
hound group hero,1,https://www.akc.org/wp-content/uploads/2017/11/hound-group-hero.jpg
Afghan Hound,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/02151216/Afghan-Hound-standing-in-a-garden-400x267.jpg
American English Coonhound,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12133501/American-English-Coonhound-howling-in-a-field1-400x267.jpg
American Foxhound,1,https://www.akc.org/wp-content/uploads/2020/05/american-foxhound-pair-looking-up-400x267.jpg
working group,1,https://www.akc.org/wp-content/uploads/2017/11/working-group-hero-2.jpg
Akita,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/06154034/Akita-standing-outdoors-in-the-summer-400x267.jpg
Alaskan Malamute,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/09151144/Alaskan-Malamute-standing-in-the-grass1-400x267.jpg
Anatolian Shepherd Dog,1,https://www.akc.org/wp-content/uploads/2017/11/Anatolian-Shepherd-Dog-On-White-01-400x267.jpg
terrier group,1,https://www.akc.org/wp-content/uploads/2017/11/terrier-group-hero.jpg
Airedale Terrier,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/02165956/Airedale-Terrier-standing-stacked-outdoors-400x267.jpg
American Hairless Terrier,1,https://www.akc.org/wp-content/uploads/2017/11/American-Hairless-Terrier-standing-in-the-grass-on-lead-400x267.jpg
American Staffordshire Terrier,1,https://www.akc.org/wp-content/uploads/2017/11/AmStaff.01-400x267.jpg
toy group,1,https://www.akc.org/wp-content/uploads/2017/11/toy-group-hero-2.jpg
Affenpinscher,1,https://www.akc.org/wp-content/uploads/2017/11/Affenpinscher-running-outdoors-400x267.jpg
Biewer Terrier,0,https://www.akc.org/wp-content/uploads/2017/11/Biewer-Terrier-standing-on-a-white-background-400x267.jpg
Brussels Griffon,1,https://www.akc.org/wp-content/uploads/2017/11/Brussels-Griffon-sitting-outdoors-400x267.jpg
American Eskimo Dog,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12153852/American-Eskimo-Dog-standing-in-the-grass-in-bright-sunlight-400x267.jpg
Bichon Frise,1,https://www.akc.org/wp-content/uploads/2017/11/Bichon-Frise-On-White-03-400x267.jpg
Boston Terrier,1,https://www.akc.org/wp-content/uploads/2017/11/Boston-Terrier-On-White-03-400x267.jpg
herding group,1,https://www.akc.org/wp-content/uploads/2017/11/herding-group-hero.jpg
Australian Cattle Dog,1,https://www.akc.org/wp-content/uploads/2017/11/Australian-Cattle-Dog-laying-down-in-the-grass-400x267.jpg
Australian Shepherd,1,https://www.akc.org/wp-content/uploads/2017/11/Australian-Shepherd.1-400x267.jpg
Bearded Collie,1,https://www.akc.org/wp-content/uploads/2017/11/Bearded-Collie-standing-in-the-grass-400x267.jpg
Danish-Swedish Farmdog,1,https://www.akc.org/wp-content/uploads/2017/11/Danish-Swedish-Farmdog-standing-outdoors-at-dusk-400x267.jpg
Dutch Shepherd,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/16172653/Dutch-Shepherd-in-a-field-400x267.jpg
Japanese Akitainu,1,https://www.akc.org/wp-content/uploads/2020/11/Japanese-Akitainu-standing-in-the-forest-400x267.jpg
Agility ESPN Dog Day 2019: Papillon,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2023/03/09112537/ESPN-Dog-Day-AKC_5002-400x267.jpg
Alaskan Klee Kai,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2021/01/18151501/Alaskan-Klee-Kai-standing-in-the-snow-attached-to-a-harness1-400x267.jpg
American Bulldog,1,https://www.akc.org/wp-content/uploads/2020/01/American-Bulldog-standing-in-three-quarter-view-400x267.jpg
American Leopard Hound,1,https://www.akc.org/wp-content/uploads/2017/11/American-Leopard-Hound-On-White-01-400x267.jpg
Smallest Dog Breeds,1,https://www.akc.org/wp-content/uploads/2017/11/GettyImages-187066830.jpg
cocker spaniel,1,https://www.akc.org/wp-content/uploads/2015/02/cocker-spaniel-02-800x533.jpg
Afghan Hound,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/02151216/Afghan-Hound-standing-in-a-garden-400x267.jpg
Akita,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/06154034/Akita-standing-outdoors-in-the-summer-400x267.jpg
Alaskan Malamute,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/09151144/Alaskan-Malamute-standing-in-the-grass1-400x267.jpg
Smartest Dog Breeds,1,https://www.akc.org/wp-content/uploads/2017/11/GettyImages-521536928-_1_.jpg
Affenpinscher,1,https://www.akc.org/wp-content/uploads/2017/11/Affenpinscher-running-outdoors-400x267.jpg
Afghan Hound,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/02151216/Afghan-Hound-standing-in-a-garden-400x267.jpg
American Hairless Terrier,1,https://www.akc.org/wp-content/uploads/2017/11/American-Hairless-Terrier-standing-in-the-grass-on-lead-400x267.jpg
Airedale Terrier,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/02165956/Airedale-Terrier-standing-stacked-outdoors-400x267.jpg
Alaskan Malamute,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/09151144/Alaskan-Malamute-standing-in-the-grass1-400x267.jpg
American Eskimo Dog,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12153852/American-Eskimo-Dog-standing-in-the-grass-in-bright-sunlight-400x267.jpg
Akita,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/06154034/Akita-standing-outdoors-in-the-summer-400x267.jpg
Anatolian Shepherd Dog,1,https://www.akc.org/wp-content/uploads/2017/11/Anatolian-Shepherd-Dog-On-White-01-400x267.jpg
Appenzeller Sennenhund,1,https://www.akc.org/wp-content/uploads/2017/11/AdobeStock_11176134-400x267.jpg
Australian Terrier,1,https://www.akc.org/wp-content/uploads/2017/11/Australian-Terrier-standing-in-the-garden-400x267.jpg
Basset Fauve de Bretagne,1,https://www.akc.org/wp-content/uploads/2017/11/AdobeStock_23183632-400x267.jpg
Beagle,1,https://www.akc.org/wp-content/uploads/2017/11/Beagles-standing-in-a-frosty-field-on-a-cold-morning-400x267.jpg
Bichon Frise,1,https://www.akc.org/wp-content/uploads/2017/11/Bichon-Frise-On-White-03-400x267.jpg
hairless dogs,0,https://www.akc.org/wp-content/uploads/2017/11/hairless-dog-breeds-hero.jpg
American Hairless Terrier,1,https://www.akc.org/wp-content/uploads/2017/11/American-Hairless-Terrier-standing-in-the-grass-on-lead-400x267.jpg
Peruvian Inca Orchid,1,https://www.akc.org/wp-content/uploads/2017/11/Peruvian-Inca-Orchid-04-400x267.jpg
Xoloitzcuintli,1,https://www.akc.org/wp-content/uploads/2017/11/Xoloitzcuintli-On-White-01-400x267.jpg
Affenpinscher,1,https://www.akc.org/wp-content/uploads/2017/11/Affenpinscher-running-outdoors-400x267.jpg
American Eskimo Dog,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12153852/American-Eskimo-Dog-standing-in-the-grass-in-bright-sunlight-400x267.jpg
American Hairless Terrier,1,https://www.akc.org/wp-content/uploads/2017/11/American-Hairless-Terrier-standing-in-the-grass-on-lead-400x267.jpg
American Bulldog,1,https://www.akc.org/wp-content/uploads/2020/01/American-Bulldog-standing-in-three-quarter-view-400x267.jpg
American Leopard Hound,1,https://www.akc.org/wp-content/uploads/2017/11/American-Leopard-Hound-On-White-01-400x267.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
two puppies cause mess in house,1,https://www.akc.org/wp-content/uploads/2016/07/puppy-proofing-your-house-and-yard-400x267.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Dog sitting in front of agility ribbons,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2023/03/15075153/Kanga_withRibbons_H_final-400x267.png
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
German Shorthaired Pointer standing in a field hunting in winter.,0,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2023/02/08144648/German-Shorthaired-Pointer-standing-in-a-field-hunting-in-winter-400x267.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Leonberger laying on a grassy path in the woods.,1,https://www.akc.org/wp-content/uploads/2017/11/Leonberger-laying-on-a-grassy-path-in-the-woods-400x267.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Australian Cattle Dog standing up on a fence outside a pasture.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2022/09/06140636/Australian-Cattle-Dog-standing-up-on-a-fence-outside-a-pasture-400x267.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
Rat Terrier standing in three-quarter view facing forward,1,https://www.akc.org/wp-content/uploads/2017/11/Rat-Terrier-On-White-01.jpg
https://scontent.fvix1-1.fna.fbcdn.net/v/t39.30808-6/343759489_190985307104751_2396999972865191353_n.png?stp=dst-png_p75x225&_nc_cat=110&ccb=1-7&_nc_sid=730e14&_nc_ohc=igOkC01RHfsAX-ojEQZ&_nc_ht=scontent.fvix1-1.fna&oh=00_AfAFXbHs9h30hmtFdibY8Ae4LHVbfp39yLyrDiKmCNRwrw&oe=6453E31F,0,https://scontent.fvix1-1.fna.fbcdn.net/v/t39.30808-6/343759489_190985307104751_2396999972865191353_n.png?stp=dst-png_p75x225&_nc_cat=110&ccb=1-7&_nc_sid=730e14&_nc_ohc=igOkC01RHfsAX-ojEQZ&_nc_ht=scontent.fvix1-1.fna&oh=00_AfAFXbHs9h30hmtFdibY8Ae4LHVbfp39yLyrDiKmCNRwrw&oe=6453E31F
https://scontent.fvix1-1.fna.fbcdn.net/v/t39.30808-6/343911510_584549960320756_200579722354216755_n.png?stp=dst-png_p75x225&_nc_cat=102&ccb=1-7&_nc_sid=730e14&_nc_ohc=C5wRXEkiGyEAX_Ln0aJ&_nc_ht=scontent.fvix1-1.fna&oh=00_AfCDK3QkLvZjfHX1C30rEoL4Lg7BIol4dvwv7rY2jdSbpQ&oe=6454F8D4,0,https://scontent.fvix1-1.fna.fbcdn.net/v/t39.30808-6/343911510_584549960320756_200579722354216755_n.png?stp=dst-png_p75x225&_nc_cat=102&ccb=1-7&_nc_sid=730e14&_nc_ohc=C5wRXEkiGyEAX_Ln0aJ&_nc_ht=scontent.fvix1-1.fna&oh=00_AfCDK3QkLvZjfHX1C30rEoL4Lg7BIol4dvwv7rY2jdSbpQ&oe=6454F8D4
https://scontent.fvix1-1.fna.fbcdn.net/v/t39.30808-6/343807389_1508045043337839_1786308372503965235_n.png?stp=dst-png_p75x225&_nc_cat=107&ccb=1-7&_nc_sid=730e14&_nc_ohc=4lnMKSS2xm4AX9yEnfz&_nc_ht=scontent.fvix1-1.fna&oh=00_AfA3cdidTKWmi-zk80HUA15iSxuyopGjUUvx-DCtX8iFxg&oe=64539E80,0,https://scontent.fvix1-1.fna.fbcdn.net/v/t39.30808-6/343807389_1508045043337839_1786308372503965235_n.png?stp=dst-png_p75x225&_nc_cat=107&ccb=1-7&_nc_sid=730e14&_nc_ohc=4lnMKSS2xm4AX9yEnfz&_nc_ht=scontent.fvix1-1.fna&oh=00_AfA3cdidTKWmi-zk80HUA15iSxuyopGjUUvx-DCtX8iFxg&oe=64539E80
